WindowSize,BatchSize,clFFT (ns),cuFFT (ns),OCCA (ns)
2048,52382,3621280,589824,5984
2048,52479,3624480,585216,6976
2048,52576,3627328,598464,5312
2048,52673,3636288,592160,6496
2048,52770,3653184,592544,5408
2048,52867,3638624,599072,6816
2048,52964,3650464,595264,6208
2048,53061,3658624,596608,5984
2048,53158,3672992,593056,5824
2048,53255,3672640,596768,5568
2048,53352,3679232,603296,5664
2048,53449,3690944,599264,6336
2048,53546,3709088,602304,4960
2048,53643,3705312,604000,6048
2048,53740,3708896,607904,5856
2048,53837,3712864,608256,5472
2048,53934,3712384,606880,5696
2048,54031,3730176,605056,6112
2048,54128,3740544,608128,6208
2048,54225,3731712,613568,6336
2048,54322,3744480,610208,6016
2048,54419,3755744,615296,5952
2048,54516,3771232,611040,11680
2048,54613,3772960,610048,5152
2048,54710,3766176,615328,5184
2048,54807,3786944,616096,5536
2048,54904,3790368,616224,15232
2048,55001,3803904,622592,5920
2048,55098,3798144,619264,6240
2048,55195,3811520,617856,5952
2048,55292,3814400,620512,5760
2048,55389,3816192,629152,6336
2048,55486,3838880,622496,5632
2048,55583,3834144,622976,9088
2048,55680,3835936,624768,5344
2048,55777,3854112,625728,6688
2048,55874,3862752,626528,5504
2048,55971,3848096,625920,6048
2048,56068,3869952,626400,5248
2048,56165,3874848,631168,6112
2048,56262,3885376,632160,9344
2048,56359,3901920,636928,5376
2048,56456,3894912,631968,5600
2048,56553,3899744,633376,5632
2048,56650,3904384,635136,5408
2048,56747,3917888,638336,6080
2048,56844,3925888,635328,5408
2048,56941,3941056,639200,7360
2048,57038,3936736,637632,6368
2048,57135,3942304,640064,6688
2048,57232,3946336,644736,6144
2048,57329,3955552,641312,5888
2048,57426,3963456,643968,5536
2048,57523,3977888,644544,7808
2048,57620,3970176,648800,5824
2048,57717,3979616,646464,6208
2048,57814,3991296,647456,7328
2048,57911,4001120,648384,5696
2048,58008,3995264,655360,5632
2048,58105,4004160,650976,5792
2048,58202,4012800,654560,5472
2048,58299,4018912,657824,6240
2048,58396,4027296,653440,8000
2048,58493,4029696,652480,5856
2048,58590,4033184,663520,6304
2048,58687,4047296,655424,5600
2048,58784,4054048,661568,5152
2048,58881,4059872,661888,24256
2048,58978,4063648,659200,6528
2048,59075,4075776,657280,5760
2048,59172,4092640,662112,5344
2048,59269,4083200,663936,6464
2048,59366,4095328,665216,5504
2048,59463,4100320,664224,4992
2048,59560,4113728,665760,5952
2048,59657,4109792,670784,6208
2048,59754,4125792,668192,5472
2048,59851,4130048,667232,5984
2048,59948,4136096,670464,5184
2048,60045,4139616,671456,5920
2048,60142,4144896,673696,6368
2048,60239,4158656,672864,5408
2048,60336,4165696,674592,5632
2048,60433,4161152,678656,5760
2048,60530,4181600,676800,6688
2048,60627,4194176,682112,5536
2048,60724,4182592,677408,11168
2048,60821,4210656,679584,6144
2048,60918,4206528,680352,5600
2048,61015,4199776,682176,6784
2048,61112,4225440,691072,5088
2048,61209,4219584,686976,6752
2048,61306,4230240,685184,9952
2048,61403,4229248,683104,4896
2048,61500,4237760,692832,5600
2048,61597,4241920,687104,5760
2048,61694,4251296,687552,5792
2048,61791,4251424,689984,6912
2048,61888,4259776,689184,10432
2048,61985,4279232,690528,6208
2048,62082,4284608,693056,5856
2048,62179,4287776,695936,5664
2048,62276,4293632,694304,15456
2048,62373,4298208,695424,6432
2048,62470,4315520,697696,6080
2048,62567,4314464,700640,11200
2048,62664,4323584,703072,5920
2048,62761,4324896,702400,5120
2048,62858,4336320,699392,6016
2048,62955,4339424,710368,5792
2048,63052,4355680,704608,8256
2048,63149,4355136,706368,5760
2048,63246,4363488,705024,6208
2048,63343,4362656,705088,5216
2048,63440,4378080,710752,5856
2048,63537,4376128,709792,5504
2048,63634,4387456,710752,5408
2048,63731,4395232,712448,6336
2048,63828,4401152,710528,6496
2048,63925,4403808,714048,6176
2048,64022,4416608,713664,5056
2048,64119,4417536,713568,6336
2048,64216,4422400,716576,6464
2048,64313,4430912,715680,5536
2048,64410,4438656,717952,5344
2048,64507,4441760,718528,6592
2048,64604,4454528,723808,5344
2048,64701,4452320,725888,5696
2048,64798,4460064,722048,6112
2048,64895,4480256,722848,8096
2048,64992,4482880,725472,6400
2048,65089,4482208,726496,5824
2048,65186,4482624,727744,6432
2048,65283,4502592,728288,5600
2048,65380,4515584,730016,5856
2048,65477,4510368,733792,5120
2048,65574,4524992,730912,5920
2048,65671,4530976,730752,14400
2048,65768,4526496,732448,6464
2048,65865,4540576,733856,6208
2048,65962,4548000,735264,5248
2048,66059,4552416,738240,6176
2048,66156,4561504,737824,5056
2048,66253,4569888,739168,5728
2048,66350,4563424,738912,9856
2048,66447,4576160,741952,5408
2048,66544,4586944,741312,5824
2048,66641,4591456,743456,6272
2048,66738,4599936,741984,5440
2048,66835,4608736,745440,5504
2048,66932,4612992,742848,6880
2048,67029,4623552,745120,6048
2048,67126,4619648,745888,6208
2048,67223,4623008,746912,6048
2048,67320,4643296,749344,6624
2048,67417,4648480,750400,8864
2048,67514,4655904,752672,6816
2048,67611,4655616,753248,5408
2048,67708,4673376,757792,6048
2048,67805,4668256,754528,6432
2048,67902,4679104,752672,8864
2048,67999,4684384,755168,5024
2048,68096,4696192,758784,5760
2048,68193,4703072,759264,5088
2048,68290,4694112,759712,5984
2048,68387,4710400,766944,5312
2048,68484,4719328,764832,5984
2048,68581,4736320,762528,5376
2048,68678,4728544,763328,5696
2048,68775,4735968,763552,6144
2048,68872,4748352,765728,5664
2048,68969,4751104,769536,9824
2048,69066,4756256,768512,7808
2048,69163,4764192,770432,6048
2048,69260,4769088,771008,5856
2048,69357,4775872,769248,6240
2048,69454,4786080,771136,4960
2048,69551,4787200,771040,6752
2048,69648,4793152,775168,6592
2048,69745,4809888,782560,6176
2048,69842,4808768,777504,6976
2048,69939,4821568,777728,5632
2048,70036,4827840,778880,5728
2048,70133,4843456,777984,5696
2048,70230,4842976,785536,6528
2048,70327,4855104,781504,5024
2048,70424,4847840,782496,5344
2048,70521,4859744,782208,10240
2048,70618,4860064,787648,5920
2048,70715,4875360,791072,6304
2048,70812,4875328,789184,5664
2048,70909,4887200,791552,9536
2048,71006,4886208,788352,5664
2048,71103,4899456,789856,5824
2048,71200,4906208,788096,6560
2048,71297,4908128,791808,6944
2048,71394,4925088,792416,9216
2048,71491,4929824,794272,5760
2048,71588,4930496,793792,6400
2048,71685,4934944,800736,5856
2048,71782,4942816,813568,5568
2048,71879,4952640,798368,6144
2048,71976,4951552,799456,5120
2048,72073,4963520,799680,5984
2048,72170,4968608,799360,5312
2048,72267,4982368,806240,8832
2048,72364,4979968,804512,5952
2048,72461,4994336,802784,13728
2048,72558,4997728,809056,5760
2048,72655,5005632,805152,6496
2048,72752,5016000,805696,5504
2048,72849,5019040,808960,8448
2048,72946,5022304,810208,5824
2048,73043,5037216,810784,5856
2048,73140,5039104,814336,6464
2048,73237,5045984,812960,5408
2048,73334,5058016,815712,5696
2048,73431,5057632,820384,6784
2048,73528,5058464,820064,5728
2048,73625,5079648,819296,5568
2048,73722,5078304,817536,5728
2048,73819,5075584,822912,6208
2048,73916,5092640,821120,5920
2048,74013,5099616,820064,5440
2048,74110,5108960,825216,5568
2048,74207,5107776,825696,5920
2048,74304,5117472,824512,4544
2048,74401,5126848,829280,5728
2048,74498,5135040,828608,6080
2048,74595,5135520,827200,5888
2048,74692,5141312,829184,5696
2048,74789,5149696,828448,5536
2048,74886,5154688,835744,9152
2048,74983,5167968,839104,6080
2048,75080,5176192,832736,4512
2048,75177,5174880,839424,6464
2048,75274,5201632,835872,6080
2048,75371,5194560,840256,6496
2048,75468,5194720,835872,5632
2048,75565,5200288,838720,6848
2048,75662,5215296,842432,5120
2048,75759,5215296,841952,5504
2048,75856,5235744,842112,13024
2048,75953,5230208,845664,14304
2048,76050,5235008,842784,14496
2048,76147,5240096,847296,5696
2048,76244,5252736,845568,5536
2048,76341,5252096,849952,7072
2048,76438,5270592,847872,6528
2048,76535,5276384,849088,5568
2048,76632,5278112,851904,8992
2048,76729,5280992,849312,5568
2048,76826,5298496,853504,5440
2048,76923,5293088,855072,6080
2048,77020,5311968,854912,5728
2048,77117,5325632,854656,5664
2048,77214,5317440,857760,5664
2048,77311,5315392,857216,5824
2048,77408,5329632,858656,5952
2048,77505,5345088,858784,5888
2048,77602,5342048,864160,6016
2048,77699,5354592,866656,5856
2048,77796,5346656,866432,5920
2048,77893,5361792,864864,5824
2048,77990,5369888,862496,4960
2048,78087,5375872,865728,6240
2048,78184,5382048,869504,6144
2048,78281,5389760,867872,5344
2048,78378,5390304,872352,9248
2048,78475,5402688,865472,5504
2048,78572,5407072,870560,5024
2048,78669,5428384,880832,5504
2048,78766,5426432,873568,5344
2048,78863,5432320,873728,5728
2048,78960,5445984,877536,5920
2048,79057,5441152,875744,5408
2048,79154,5457280,874368,8320
2048,79251,5452032,883040,13440
2048,79348,5455040,879168,5184
2048,79445,5464960,878016,5408
2048,79542,5467360,880864,8960
2048,79639,5480896,882688,6592
2048,79736,5496064,882560,5184
2048,79833,5502368,887552,5184
2048,79930,5518912,887744,5728
2048,80027,5510816,886560,5472
2048,80124,5520928,888672,5632
2048,80221,5515840,891840,5920
2048,80318,5532608,895456,5856
2048,80415,5544192,886688,4896
2048,80512,5559744,890560,5888
2048,80609,5544992,894816,8544
2048,80706,5557408,893760,4800
2048,80803,5560256,895936,5600
2048,80900,5581312,898432,5568
2048,80997,5577376,896384,5728
2048,81094,5586144,897568,8640
2048,81191,5581184,902816,6080
2048,81288,5599584,898656,6080
2048,81385,5592928,903296,6368
2048,81482,5622048,902624,5344
2048,81579,5620928,913312,6048
2048,81676,5625504,907200,5344
2048,81773,5626528,905216,5984
2048,81870,5629504,906688,5760
2048,81967,5644544,905440,7008
2048,82064,5654720,910368,5184
2048,82161,5648736,911552,5536
2048,82258,5665312,906848,5920
2048,82355,5665056,917792,6272
2048,82452,5669568,912480,6112
2048,82549,5680384,915040,6048
2048,82646,5683680,928544,4960
2048,82743,5709952,914432,6016
2048,82840,5698016,916576,6112
2048,82937,5724928,918848,5536
2048,83034,5711648,919200,8416
2048,83131,5721856,923744,5536
2048,83228,5734592,922080,6624
2048,83325,5745408,926272,4800
2048,83422,5736608,923936,5568
2048,83519,5742208,924288,5888
2048,83616,5759744,925632,6496
2048,83713,5762656,927328,6784
2048,83810,5779328,928032,6016
2048,83907,5775584,925472,5952
2048,84004,5785024,931360,4864
2048,84101,5785824,931264,5728
2048,84198,5801472,931872,9088
2048,84295,5801760,933760,5440
2048,84392,5812736,932640,5472
2048,84489,5823840,935072,5472
2048,84586,5816064,942464,5952
2048,84683,5840000,942560,5184
2048,84780,5838592,941216,5984
2048,84877,5843168,941632,5952
2048,84974,5855552,940928,8096
2048,85071,5850912,944608,6688
2048,85168,5868064,941696,5632
2048,85265,5870048,945440,5920
2048,85362,5875456,943232,5984
2048,85459,5888288,943040,5280
2048,85556,5892448,947520,5440
2048,85653,5902816,946432,5856
2048,85750,5893280,949056,5856
2048,85847,5912480,953504,5312
2048,85944,5917408,952096,5728
2048,86041,5926368,954432,14496
2048,86138,5926624,950592,5856
2048,86235,5944800,957184,6176
2048,86332,5938368,956352,5312
2048,86429,5950112,957664,5408
2048,86526,5965920,956800,4896
2048,86623,5950080,961504,6880
2048,86720,5967552,958688,11168
2048,86817,5989792,958496,6080
2048,86914,5977344,960800,5632
2048,87011,5992960,966944,5984
2048,87108,5982816,966144,5984
2048,87205,6004544,964480,5248
2048,87302,6006560,966784,5760
2048,87399,6024960,967008,5856
2048,87496,6011648,964096,6112
2048,87593,6031392,967776,4672
2048,87690,6034240,967968,5856
2048,87787,6043456,975872,5888
2048,87884,6042880,978560,6208
2048,87981,6060992,971232,5760
2048,88078,6061312,971360,4928
2048,88175,6078240,978368,6368
2048,88272,6073696,978624,5536
2048,88369,6087776,982688,6848
2048,88466,6087104,976128,6208
2048,88563,6098784,975808,5440
2048,88660,6094240,980512,9184
2048,88757,6110848,978336,6048
2048,88854,6116800,979968,5312
2048,88951,6125664,982272,6016
2048,89048,6128672,985088,6208
2048,89145,6135392,993312,5152
2048,89242,6143552,987520,5312
2048,89339,6143232,990464,6464
2048,89436,6158944,990592,15392
2048,89533,6159424,989472,5536
2048,89630,6162144,997568,5664
2048,89727,6171744,991552,5824
2048,89824,6173888,991904,5184
2048,89921,6195552,990688,5952
2048,90018,6204480,991776,6016
2048,90115,6200160,996000,5760
2048,90212,6211360,997536,5824
2048,90309,6199808,1007455,5696
2048,90406,6222720,999200,5632
2048,90503,6231040,1005311,5824
2048,90600,6240928,1000448,5984
2048,90697,6241664,1003712,6080
2048,90794,6257216,1001408,5088
2048,90891,6252640,1009503,6816
2048,90988,6268832,1002815,5472
2048,91085,6271104,1013471,5152
2048,91182,6278944,1007072,5056
2048,91279,6282464,1009056,5600
2048,91376,6295840,1014560,6272
2048,91473,6289856,1013536,5408
2048,91570,6295904,1012447,5856
2048,91667,6303776,1020320,5120
2048,91764,6319936,1013983,5696
2048,91861,6324736,1016191,5440
2048,91958,6323968,1018144,6336
2048,92055,6328736,1016096,4960
2048,92152,6329216,1021536,5920
2048,92249,6351648,1017408,5440
2048,92346,6359008,1020192,6144
2048,92443,6359040,1028256,5920
2048,92540,6380928,1024288,6880
2048,92637,6366624,1025920,5984
2048,92734,6374496,1022143,7776
2048,92831,6403456,1025248,10208
2048,92928,6399872,1025344,6112
2048,93025,6401312,1022848,6144
2048,93122,6409728,1030720,5760
2048,93219,6408128,1038304,6720
2048,93316,6420480,1032352,6496
2048,93413,6427072,1037408,6144
2048,93510,6432736,1030560,5952
2048,93607,6436064,1032992,7168
2048,93704,6457824,1035040,5440
2048,93801,6447392,1037120,13664
2048,93898,6458560,1037696,6560
2048,93995,6461312,1035712,5728
2048,94092,6479680,1036672,6144
2048,94189,6475872,1038784,5760
2048,94286,6487936,1039744,8192
2048,94383,6501728,1041183,6112
2048,94480,6505952,1044703,5728
2048,94577,6510880,1045184,6560
2048,94674,6516800,1044896,5952
2048,94771,6532512,1044639,5952
2048,94868,6526240,1046016,5248
2048,94965,6544416,1048224,5504
2048,95062,6531040,1053504,7008
2048,95159,6546848,1050368,5408
2048,95256,6546560,1052064,5408
2048,95353,6560480,1053408,8608
2048,95450,6562240,1052992,6016
2048,95547,6583328,1059264,5984
2048,95644,6590624,1057056,5536
2048,95741,6591712,1061312,5344
2048,95838,6590304,1054624,5952
2048,95935,6581568,1058624,6112
2048,96032,6609280,1057824,4896
2048,96129,6602496,1064704,5536
2048,96226,6626336,1062560,13504
2048,96323,6631424,1066976,8768
2048,96420,6632864,1064704,5152
2048,96517,6653760,1064512,5056
2048,96614,6655584,1065184,6016
2048,96711,6654112,1065984,5504
2048,96808,6652096,1072352,5536
2048,96905,6663360,1069824,5024
2048,97002,6680448,1070464,6144
2048,97099,6691232,1075008,9024
2048,97196,6686080,1074528,6176
2048,97293,6693376,1078208,5088
2048,97390,6703872,1072928,5280
2048,97487,6721984,1077248,5728
2048,97584,6709216,1077696,4800
4096,2,48320,29184,54207
4096,50,52160,29152,50848
4096,98,52192,35392,54688
4096,146,55904,32032,47999
4096,194,53952,29376,48576
4096,242,63328,30912,48032
4096,290,83744,31552,53888
4096,338,103168,32032,48032
4096,386,103008,31744,47840
4096,434,109056,34208,45376
4096,482,115680,33920,46080
4096,530,138624,35712,52128
4096,578,145568,36576,49951
4096,626,158240,39264,46016
4096,674,161792,38336,46496
4096,722,173312,38624,42816
4096,770,177824,39232,49248
4096,818,202176,40992,46015
4096,866,202528,46016,46848
4096,914,213504,41248,47072
4096,962,231104,43936,48639
4096,1010,236928,52096,54624
4096,1058,248384,49408,49344
4096,1106,259008,50912,51424
4096,1154,272480,48960,45760
4096,1202,278048,48800,50495
4096,1250,284832,47584,54560
4096,1298,296896,48512,50816
4096,1346,301600,48672,48543
4096,1394,319616,49856,48320
4096,1442,323712,52544,48320
4096,1490,328352,52736,54688
4096,1538,336704,55392,50176
4096,1586,355168,59584,50239
4096,1634,359936,56832,50784
4096,1682,379840,58496,48991
4096,1730,379232,61216,48928
4096,1778,389920,67808,50463
4096,1826,412992,62080,48992
4096,1874,404896,63808,48416
4096,1922,423808,65183,46080
4096,1970,422976,65056,49152
4096,2018,432096,69216,50560
4096,2066,449504,68064,49631
4096,2114,467840,66176,47936
4096,2162,477472,67232,49023
4096,2210,475360,70848,50623
4096,2258,486720,73600,48864
4096,2306,497504,73376,48128
4096,2354,501344,73952,45663
4096,2402,516896,74976,45664
4096,2450,524320,74464,53152
4096,2498,526816,73856,46271
4096,2546,541024,74944,49023
4096,2594,556288,76704,44063
4096,2642,567360,80000,47455
4096,2690,570688,81440,52448
4096,2738,590272,80960,47712
4096,2786,585760,83328,46367
4096,2834,592128,84640,48064
4096,2882,607296,83264,46944
4096,2930,613952,85056,45792
4096,2978,625024,87744,47040
4096,3026,631424,89280,52447
4096,3074,647712,89376,46784
4096,3122,651744,89984,54496
4096,3170,666272,92576,46943
4096,3218,671296,92352,46432
4096,3266,677216,94208,48288
4096,3314,684160,95200,46911
4096,3362,693664,95712,51776
4096,3410,706080,96064,45248
4096,3458,703840,98880,48032
4096,3506,717664,98144,46367
4096,3554,734912,98208,46080
4096,3602,743616,101792,51264
4096,3650,762304,101024,53728
4096,3698,766400,103008,48704
4096,3746,773984,101728,46112
4096,3794,778112,111296,48768
4096,3842,792000,105120,44639
4096,3890,802432,106368,44544
4096,3938,808224,107712,54752
4096,3986,822496,108576,46816
4096,4034,830560,112576,46848
4096,4082,834272,108832,55584
4096,4130,842336,115840,47776
4096,4178,850464,113440,48895
4096,4226,865760,117440,54431
4096,4274,876480,118816,46720
4096,4322,887296,123936,52704
4096,4370,895072,114528,46784
4096,4418,906912,120640,47712
4096,4466,900544,118816,49248
4096,4514,919712,121792,49599
4096,4562,935392,121728,56224
4096,4610,941760,121312,50144
4096,4658,945216,121632,47360
4096,4706,946560,126720,47008
4096,4754,974880,124704,46560
4096,4802,981920,126208,46944
4096,4850,991168,127296,46784
4096,4898,1000736,129056,45280
4096,4946,1005792,130080,47840
4096,4994,1009952,129632,46784
4096,5042,1024672,138336,47999
4096,5090,1033440,132352,49184
4096,5138,1040032,131680,49824
4096,5186,1048128,135840,46751
4096,5234,1050080,134912,50400
4096,5282,1065280,139136,48864
4096,5330,1084064,142208,49887
4096,5378,1088992,138944,49760
4096,5426,1094496,139712,49248
4096,5474,1102944,140064,46047
4096,5522,1114784,141888,49664
4096,5570,1119968,142560,53248
4096,5618,1139904,145760,45824
4096,5666,1144384,151744,46336
4096,5714,1150816,145440,48320
4096,5762,1156736,146368,47263
4096,5810,1173952,147328,47456
4096,5858,1178976,149376,46688
4096,5906,1192736,150368,48800
4096,5954,1205792,152032,48416
4096,6002,1209536,151872,51967
4096,6050,1221248,152768,45727
4096,6098,1226624,158336,46655
4096,6146,1241952,154912,48416
4096,6194,1248000,156704,46911
4096,6242,1260288,164672,50304
4096,6290,1262272,159232,47007
4096,6338,1262400,158336,47360
4096,6386,1267744,159264,46464
4096,6434,1283616,161024,48672
4096,6482,1303840,163072,57888
4096,6530,1305760,164192,48992
4096,6578,1320224,164640,47328
4096,6626,1326400,164480,46880
4096,6674,1330976,167968,48544
4096,6722,1342912,167712,44896
4096,6770,1346976,169824,49248
4096,6818,1367264,172480,47744
4096,6866,1370848,169600,45631
4096,6914,1376576,172672,48800
4096,6962,1382528,172512,46815
4096,7010,1396448,177440,48448
4096,7058,1403584,176256,47168
4096,7106,1409760,176160,47519
4096,7154,1420992,176576,53280
4096,7202,1434944,177216,50880
4096,7250,1447968,179552,46207
4096,7298,1447648,181088,48256
4096,7346,1455520,180800,45983
4096,7394,1476672,183424,48352
4096,7442,1484320,184512,48512
4096,7490,1490144,184992,44352
4096,7538,1497344,184224,46815
4096,7586,1515968,187552,49632
4096,7634,1513760,187040,47840
4096,7682,1532608,187936,49216
4096,7730,1533568,190176,51584
4096,7778,1551648,191488,46784
4096,7826,1554016,193952,49280
4096,7874,1560256,191232,50336
4096,7922,1566432,197568,46528
4096,7970,1573536,193440,46592
4096,8018,1589728,196672,49664
4096,8066,1601664,196256,70784
4096,8114,1605376,200288,66751
4096,8162,1622848,200832,62976
4096,8210,1622720,199360,66048
4096,8258,1628064,202240,50560
4096,8306,1642720,203616,52800
4096,8354,1653984,204192,50240
4096,8402,1668992,204256,47072
4096,8450,1678592,209984,49344
4096,8498,1689184,206208,51008
4096,8546,1692384,207520,49824
4096,8594,1709184,211584,54272
4096,8642,1715392,209632,49344
4096,8690,1725728,208064,48896
4096,8738,1730752,211104,48991
4096,8786,1746272,212928,47583
4096,8834,1747648,225664,49055
4096,8882,1764896,215104,47808
4096,8930,1766144,220576,48736
4096,8978,1775808,218176,50015
4096,9026,1776448,216128,48768
4096,9074,1793856,222784,49823
4096,9122,1808384,222432,51008
4096,9170,1810304,221600,47647
4096,9218,1818496,222368,49824
4096,9266,1826656,224992,46624
4096,9314,1844864,224288,48448
4096,9362,1837984,225952,45440
4096,9410,1862080,225888,50175
4096,9458,1866848,244416,49248
4096,9506,1871488,226976,48288
4096,9554,1890496,229760,47744
4096,9602,1882592,227488,46943
4096,9650,1912896,231424,48256
4096,9698,1921536,232800,49311
4096,9746,1920992,233824,48800
4096,9794,1941856,236640,47264
4096,9842,1940640,236352,48640
4096,9890,1952000,237216,47488
4096,9938,1964800,240736,46783
4096,9986,1967424,236480,45856
4096,10034,1984064,241216,47264
4096,10082,1988160,240192,51104
4096,10130,1995264,242176,49632
4096,10178,2002944,243040,46560
4096,10226,2020992,244320,49664
4096,10274,2023296,241888,48960
4096,10322,2028224,247104,47008
4096,10370,2040192,246496,48479
4096,10418,2048640,248768,48895
4096,10466,2066688,252512,47583
4096,10514,2072704,251071,56447
4096,10562,2095136,251104,48768
4096,10610,2097664,255360,50463
4096,10658,2106272,252032,47456
4096,10706,2098560,253952,49088
4096,10754,2110784,253728,47519
4096,10802,2123456,256480,52352
4096,10850,2133408,259904,47584
4096,10898,2140736,257216,46880
4096,10946,2154656,260735,47264
4096,10994,2155552,262432,47936
4096,11042,2180416,260448,50080
4096,11090,2180640,267040,52640
4096,11138,2187520,261536,51936
4096,11186,2207648,267040,47552
4096,11234,2205120,265760,47936
4096,11282,2219360,268544,49056
4096,11330,2223520,267904,49728
4096,11378,2239104,270176,51839
4096,11426,2250176,269056,50240
4096,11474,2249664,279328,50368
4096,11522,2271040,269344,50399
4096,11570,2277728,273440,47808
4096,11618,2284800,278880,48320
4096,11666,2289792,272192,48160
4096,11714,2300224,278592,56383
4096,11762,2313888,274944,49727
4096,11810,2318496,276736,49600
4096,11858,2324192,277856,56320
4096,11906,2337216,282656,50784
4096,11954,2341376,280960,57312
4096,12002,2342656,280992,47487
4096,12050,2364288,281344,48800
4096,12098,2381024,286080,51008
4096,12146,2384032,286464,57087
4096,12194,2382112,286304,48960
4096,12242,2405824,288320,48256
4096,12290,2409696,290304,47455
4096,12338,2423872,289344,47872
4096,12386,2436512,292000,58240
4096,12434,2446976,293088,51103
4096,12482,2442560,292000,47104
4096,12530,2456256,293920,47135
4096,12578,2471872,294016,47872
4096,12626,2466400,293920,55231
4096,12674,2483424,293056,53632
4096,12722,2492352,301472,52063
4096,12770,2500992,297696,54592
4096,12818,2507904,299296,49216
4096,12866,2522464,303040,51200
4096,12914,2545760,300288,44864
4096,12962,2542080,301216,49728
4096,13010,2560320,303968,51232
4096,13058,2562688,309536,47776
4096,13106,2569728,303872,56960
4096,13154,2575136,307808,48928
4096,13202,2590048,309440,47232
4096,13250,2603904,308256,49376
4096,13298,2598240,309984,46944
4096,13346,2620576,308864,57408
4096,13394,2623136,313216,50015
4096,13442,2632640,313120,49983
4096,13490,2635648,317184,53343
4096,13538,2654016,316576,48928
4096,13586,2661984,316384,56160
4096,13634,2677888,317984,56064
4096,13682,2676800,317824,53792
4096,13730,2680384,318400,51935
4096,13778,2694624,329888,50751
4096,13826,2704064,321984,49567
4096,13874,2712736,322880,55711
4096,13922,2732224,322464,48288
4096,13970,2726336,326912,48736
4096,14018,2730144,325376,49407
4096,14066,2748096,327456,53728
4096,14114,2760192,328192,54144
4096,14162,2766592,328544,46240
4096,14210,2774368,329120,50176
4096,14258,2786112,329632,47232
4096,14306,2792576,335296,56191
4096,14354,2805632,332352,47167
4096,14402,2816000,333536,48800
4096,14450,2825568,334144,47872
4096,14498,2827872,339584,47615
4096,14546,2836960,337120,58592
4096,14594,2853696,337984,55872
4096,14642,2855808,337696,46527
4096,14690,2877088,339264,54656
4096,14738,2879200,342304,49792
4096,14786,2890880,339424,51008
4096,14834,2904160,348416,47552
4096,14882,2914592,342784,45280
4096,14930,2919840,348320,52991
4096,14978,2925952,344960,48864
4096,15026,2944128,347584,49472
4096,15074,2943648,345600,47679
4096,15122,2948416,348896,51200
4096,15170,2966656,348672,47552
4096,15218,2969344,354624,50144
4096,15266,2967584,352416,53184
4096,15314,2993600,352224,52928
4096,15362,3016416,357312,50016
4096,15410,3004480,354368,47007
4096,15458,3022784,355488,51264
4096,15506,3029088,360960,54047
4096,15554,3042624,358528,47104
4096,15602,3046688,358368,49184
4096,15650,3055232,363584,49408
4096,15698,3060608,365088,48960
4096,15746,3081760,361888,54463
4096,15794,3088128,365920,47712
4096,15842,3080384,364032,50016
4096,15890,3103456,365952,59936
4096,15938,3103136,369888,50176
4096,15986,3114208,368864,49472
4096,16034,3123744,365344,47647
4096,16082,3136672,369280,49919
4096,16130,3141472,370816,48127
4096,16178,3155328,370432,59296
4096,16226,3173184,379520,57439
4096,16274,3169856,375008,48639
4096,16322,3179648,375520,47328
4096,16370,3198592,376032,50144
4096,16418,3208928,376576,56928
4096,16466,3221696,377792,48768
4096,16514,3214112,379104,55712
4096,16562,3226048,380544,50816
4096,16610,3234432,383072,52704
4096,16658,3251232,385376,51744
4096,16706,3252096,382176,58432
4096,16754,3265504,385568,50624
4096,16802,3271264,388096,48160
4096,16850,3288768,384352,50272
4096,16898,3292960,384672,47616
4096,16946,3292928,386400,49856
4096,16994,3308960,389440,51264
4096,17042,3333760,389792,49024
4096,17090,3334080,390784,50271
4096,17138,3334624,400672,59200
4096,17186,3345344,394496,50976
4096,17234,3355008,394720,47008
4096,17282,3369024,395232,49567
4096,17330,3381952,396128,47072
4096,17378,3383264,398656,58528
4096,17426,3396576,403616,49376
4096,17474,3398464,400320,51520
4096,17522,3416064,402240,50624
4096,17570,3431776,404160,47007
4096,17618,3436448,404128,56031
4096,17666,3438272,405408,56544
4096,17714,3446016,405248,48576
4096,17762,3464672,408384,51232
4096,17810,3471712,408000,48192
4096,17858,3472416,407968,48928
4096,17906,3483936,409600,50399
4096,17954,3491136,412224,50336
4096,18002,3511712,411520,48512
4096,18050,3523520,414080,54688
4096,18098,3524000,418304,55392
4096,18146,3532352,415616,47872
4096,18194,3543424,413760,47071
4096,18242,3550112,418304,49727
4096,18290,3567936,420480,48768
4096,18338,3570528,418752,54143
4096,18386,3584544,419776,48288
4096,18434,3592576,419808,49216
4096,18482,3585536,421120,47040
4096,18530,3616032,423168,52896
4096,18578,3626368,423040,54815
4096,18626,3619872,425856,54656
4096,18674,3630080,424416,47135
4096,18722,3646528,427072,49248
4096,18770,3653920,428224,49120
4096,18818,3673056,428800,52063
4096,18866,3680864,429536,49280
4096,18914,3683520,427712,49408
4096,18962,3687456,436128,48896
4096,19010,3694368,431712,49599
4096,19058,3715616,434144,50560
4096,19106,3717440,437344,48672
4096,19154,3724672,433728,47744
4096,19202,3740000,437888,47424
4096,19250,3741696,442240,49792
4096,19298,3755616,439424,50367
4096,19346,3756352,440896,47872
4096,19394,3771008,440544,48672
4096,19442,3785216,446592,49216
4096,19490,3787936,443648,48192
4096,19538,3799328,445248,57632
