WindowSize,BatchSize,clFFT (ns),cuFFT (ns),OCCA (ns)
512,280802,1000352,781632,5824
512,281192,1012256,785536,9824
512,281582,1003552,783296,6176
512,281972,1006272,783104,5856
512,282362,1008384,783584,6272
512,282752,1006720,784320,5984
512,283142,1008384,789472,6368
512,283532,1011488,789472,9568
512,283922,1011520,789472,5824
512,284312,1020640,789632,6432
512,284702,1015616,790144,7072
512,285092,1023968,794464,6080
512,285482,1017408,791552,6496
512,285872,1019040,792960,11648
512,286262,1027040,795584,6080
512,286652,1023424,798336,6752
512,287042,1031136,798112,6560
512,287432,1025024,797920,6400
512,287822,1025920,802976,6464
512,288212,1027456,803200,9824
512,288602,1037088,802496,8159
512,288992,1029760,810112,7232
512,289382,1039808,804064,5888
512,289772,1033216,808320,6656
512,290162,1034496,804576,5440
512,290552,1036384,807200,5952
512,290942,1038368,806368,6496
512,291332,1036704,809984,6304
512,291722,1042784,811200,6144
512,292112,1051520,811776,11424
512,292502,1041248,817184,6208
512,292892,1042240,813888,6208
512,293282,1051072,814592,6304
512,293672,1046688,816288,5792
512,294062,1046528,815136,6240
512,294452,1048384,816768,5376
512,294842,1057408,822368,10944
512,295232,1052096,824352,6336
512,295622,1053184,823968,6112
512,296012,1065760,819744,6240
512,296402,1056192,821856,5760
512,296792,1057248,823168,10912
512,297182,1055360,825312,6048
512,297572,1058400,824832,5888
512,297962,1071712,826080,6112
512,298352,1061216,831136,5664
512,298742,1064800,829856,5856
512,299132,1062688,829824,6528
512,299522,1064448,831200,6176
512,299912,1066400,832352,6368
512,300302,1070784,833472,5856
512,300692,1070016,834976,6752
512,301082,1078592,832448,7520
512,301472,1072928,837504,6240
512,301862,1073344,842688,9376
512,302252,1087200,838400,6560
512,302642,1089664,840256,6144
512,303032,1080800,843168,7328
512,303422,1077824,840896,6208
512,303812,1080320,843008,6816
512,304202,1082304,846176,11072
512,304592,1083168,842560,6880
512,304982,1086208,846016,5696
512,305372,1086016,846112,7232
512,305762,1096960,847808,7200
512,306152,1090560,848320,6464
512,306542,1090144,851584,6784
512,306932,1100800,855392,11040
512,307322,1094048,855072,7072
512,307712,1096480,855488,6496
512,308102,1100448,857120,5760
512,308492,1102816,852064,9376
512,308882,1100320,857024,5824
512,309272,1109376,856160,7232
512,309662,1101792,860032,5952
512,310052,1103872,857856,6336
512,310442,1103648,862272,6720
512,310832,1107488,861216,5632
512,311222,1104832,862112,5792
512,311612,1108128,863424,5984
512,312002,1108864,865440,5440
512,312392,1118784,865024,5888
512,312782,1110560,867232,6112
512,313172,1121472,864992,5600
512,313562,1114656,870336,5856
512,313952,1124320,869120,6016
512,314342,1117760,872192,6496
512,314732,1130656,871936,6336
512,315122,1121280,872832,5856
512,315512,1122528,872896,6400
512,315902,1123232,876800,6720
512,316292,1130528,879296,6080
512,316682,1132096,878016,5312
512,317072,1127584,880736,11936
512,317462,1127680,883488,5888
512,317852,1128032,881664,6752
512,318242,1130816,880736,5760
512,318632,1132832,885888,5888
512,319022,1135008,884192,6432
512,319412,1132544,885952,6304
512,319802,1135776,886016,6496
512,320192,1138624,887904,5824
512,320582,1137664,890112,8640
512,320972,1139200,894720,6688
512,321362,1147584,889920,6528
512,321752,1153504,890944,6784
512,322142,1143616,894592,7008
512,322532,1145952,892928,6976
512,322922,1148384,902368,11456
512,323312,1149888,902912,6368
512,323702,1156448,900096,6016
512,324092,1151392,900800,5984
512,324482,1162624,901952,5792
512,324872,1153568,900864,5888
512,325262,1153440,904224,5248
512,325652,1156640,903744,6752
512,326042,1159072,904256,6400
512,326432,1166656,904992,6432
512,326822,1168544,906592,5600
512,327212,1163712,905792,6496
512,327602,1172224,908768,5344
512,327992,1173280,907392,6464
512,328382,1165088,915136,6720
512,328772,1179712,911072,6656
512,329162,1166112,913632,10752
512,329552,1169504,914624,6080
512,329942,1170880,914368,6400
512,330332,1172704,914688,12096
512,330722,1174048,918496,6176
512,331112,1174144,915584,6912
512,331502,1176416,918400,9408
512,331892,1178944,919808,5568
512,332282,1187424,927584,6016
512,332672,1181696,922400,6272
512,333062,1192864,922368,5408
512,333452,1185088,921952,5792
512,333842,1182560,923392,5984
512,334232,1185472,935264,6368
512,334622,1188032,930848,11072
512,335012,1193344,929376,6016
512,335402,1189728,931360,6048
512,335792,1199840,934080,10688
512,336182,1192960,933440,5984
512,336572,1193824,931328,8576
512,336962,1195744,934496,5280
512,337352,1203648,933280,6304
512,337742,1197024,936544,6464
512,338132,1208544,936832,11104
512,338522,1200544,938016,5344
512,338912,1209056,936864,6176
512,339302,1202272,937408,5760
512,339692,1212512,939264,6752
512,340082,1205504,941728,5952
512,340472,1206880,947840,6272
512,340862,1209312,943904,5728
512,341252,1209120,943360,5920
512,341642,1211392,950464,5888
512,342032,1212256,949600,9536
512,342422,1214880,948384,6016
512,342812,1216608,952992,6176
512,343202,1217792,947456,5984
512,343592,1217024,949728,5952
512,343982,1218240,951392,11488
512,344372,1221152,953952,7072
512,344762,1221760,957376,6560
512,345152,1222528,952928,6080
512,345542,1230912,956192,6336
512,345932,1227424,958208,7264
512,346322,1227008,974048,5824
512,346712,1236672,964416,6720
512,347102,1231072,961280,7104
512,347492,1232096,964384,6912
512,347882,1240800,961312,5632
512,348272,1234880,965888,15040
512,348662,1235136,965440,6208
512,349052,1238112,965504,9152
512,349442,1237504,967424,6528
512,349832,1240576,964192,6944
512,350222,1241472,970912,6048
512,350612,1241536,967872,7456
512,351002,1245632,970016,6432
512,351392,1244768,970208,11008
512,351782,1246624,976192,5600
512,352172,1247168,978496,6848
512,352562,1247648,978080,5600
512,352952,1260352,976832,5376
512,353342,1251328,978144,6464
512,353732,1252384,980640,8384
512,354122,1264864,978016,7104
512,354512,1254336,984864,5568
512,354902,1257600,979744,5696
512,355292,1257472,982144,6208
512,355682,1266240,979968,5792
512,356072,1261600,984544,6080
512,356462,1269152,987424,6272
512,356852,1264960,986496,6592
512,357242,1266176,985600,5760
512,357632,1268064,994624,5824
512,358022,1270048,996288,5952
512,358412,1269056,992736,6656
512,358802,1273280,992032,5696
512,359192,1280064,995296,5664
512,359582,1273280,994784,5376
512,359972,1283744,991328,7744
512,360362,1276224,993568,6144
512,360752,1277376,999072,6560
512,361142,1278912,998080,5888
512,361532,1279904,997440,11808
512,361922,1288064,1003999,6080
512,362312,1281760,1005056,6240
512,362702,1293760,1003200,5760
512,363092,1286016,1003296,13920
512,363482,1294880,1004672,6944
512,363872,1296192,1010784,5792
512,364262,1291232,1004448,6272
512,364652,1290048,1007904,6048
512,365042,1291296,1009632,6272
512,365432,1300928,1008672,6560
512,365822,1303680,1011104,6112
512,366212,1298336,1017792,6848
512,366602,1297856,1012895,6464
512,366992,1299264,1020960,5856
512,367382,1298560,1013088,6656
512,367772,1309792,1019135,7520
512,368162,1302048,1019488,6336
512,368552,1313184,1018016,12160
512,368942,1305632,1017248,6496
512,369332,1306464,1017280,6304
512,369722,1315840,1024608,5792
512,370112,1309312,1023040,7200
512,370502,1312064,1020512,6560
512,370892,1319072,1025184,6784
512,371282,1312288,1024384,6912
512,371672,1327072,1028416,5792
512,372062,1317408,1029312,10752
512,372452,1317408,1029312,5856
512,372842,1317568,1028543,6432
512,373232,1320992,1036991,6272
512,373622,1320320,1032992,6336
512,374012,1331520,1033568,5952
512,374402,1325344,1034559,5664
512,374792,1333920,1038784,6592
512,375182,1327840,1040768,11200
512,375572,1326720,1039296,6496
512,375962,1330240,1038080,6688
512,376352,1336896,1039935,6368
512,376742,1331168,1039904,14464
512,377132,1334272,1045536,6272
512,377522,1342304,1043072,5824
512,377912,1344160,1045824,5920
512,378302,1337952,1041728,6496
512,378692,1338976,1049760,5760
512,379082,1342944,1053120,5856
512,379472,1341536,1051360,6048
512,379862,1343328,1050944,10944
512,380252,1345696,1046911,5984
512,380642,1346784,1053632,6080
512,381032,1347840,1050144,5984
512,381422,1356512,1053696,6112
512,381812,1357984,1055680,6048
512,382202,1352160,1052256,5280
512,382592,1351456,1056224,5216
512,382982,1362080,1062400,6560
512,383372,1362496,1057792,11936
512,383762,1355104,1059968,6272
512,384152,1358432,1061984,5568
512,384542,1357312,1063232,6464
512,384932,1358240,1062240,6464
512,385322,1369216,1062816,6208
512,385712,1365920,1069056,5536
512,386102,1365408,1072768,5920
512,386492,1365120,1067168,6464
512,386882,1367200,1070368,5504
512,387272,1369696,1070272,7104
512,387662,1371232,1068832,6208
512,388052,1372096,1070784,6688
512,388442,1381536,1071200,12768
512,388832,1382880,1072000,5856
512,389222,1374432,1073152,10688
512,389612,1375968,1074976,6752
512,390002,1384800,1079872,5888
512,390392,1379616,1077952,9632
1024,2,28224,26752,10912
1024,197,21664,26400,4768
1024,392,18048,26976,6208
1024,587,27616,35328,4576
1024,782,29536,29312,5504
1024,977,33088,30720,4960
1024,1172,37472,31680,5760
1024,1367,44320,31168,7456
1024,1562,46720,32159,7680
1024,1757,51360,36000,6528
1024,1952,57280,32416,8000
1024,2147,61824,30144,6304
1024,2342,65632,33312,6368
1024,2537,67264,35648,7040
1024,2732,72288,35936,6048
1024,2927,77280,37728,5536
1024,3122,82400,38784,4992
1024,3317,85472,40512,5088
1024,3512,92384,43136,5248
1024,3707,80832,40704,4704
1024,3902,97696,40416,4928
1024,4097,103872,40672,4544
1024,4292,105632,41696,5568
1024,4487,108256,43072,5984
1024,4682,111328,44384,5920
1024,4877,117248,44992,6720
1024,5072,119776,44384,6976
1024,5267,124064,47744,6144
1024,5462,127840,48384,6304
1024,5657,133536,49280,6848
1024,5852,137216,50496,6496
1024,6047,139840,52352,7072
1024,6242,147232,52352,5952
1024,6437,148672,54016,7008
1024,6632,150528,56576,6144
1024,6827,158336,61024,6176
1024,7022,160512,59680,6080
1024,7217,162592,58656,7520
1024,7412,166784,60992,6176
1024,7607,169952,69472,7264
1024,7802,177152,69088,6048
1024,7997,177664,64576,7520
1024,8192,182400,62848,6560
1024,8387,186400,69056,6272
1024,8582,192320,64672,5760
1024,8777,192480,71840,5504
1024,8972,196192,70624,6016
1024,9167,201376,70240,6304
1024,9362,203360,68448,5952
1024,9557,209344,69472,5824
1024,9752,214048,73632,5792
1024,9947,216416,71296,5920
1024,10142,217920,75488,5600
1024,10337,221344,75328,6016
1024,10532,225728,78208,5888
1024,10727,231168,75744,6272
1024,10922,232896,75872,5856
1024,11117,240928,81120,6752
1024,11312,239712,81568,6880
1024,11507,245312,81952,5952
1024,11702,249664,86368,5888
1024,11897,250560,85152,6944
1024,12092,255264,86176,6848
1024,12287,262976,85952,6112
1024,12482,264704,86048,6656
1024,12677,267584,87648,6176
1024,12872,277056,89504,6624
1024,13067,275488,92000,6464
1024,13262,280384,91744,5952
1024,13457,283168,92352,5728
1024,13652,289280,96320,6048
1024,13847,292448,94208,5504
1024,14042,292544,96032,6304
1024,14237,297408,96896,7168
1024,14432,299936,98592,7520
1024,14627,305088,97984,6688
1024,14822,307584,100192,7360
1024,15017,313824,100928,6272
1024,15212,316576,105408,25440
1024,15407,320384,103552,28096
1024,15602,324448,105024,5888
1024,15797,327904,104928,6528
1024,15992,333120,106784,8320
1024,16187,333664,105984,6656
1024,16382,338272,108032,5856
1024,16577,341696,108448,5632
1024,16772,347008,112480,6016
1024,16967,349376,111040,5184
1024,17162,355328,114848,5568
1024,17357,357984,120128,11328
1024,17552,361216,113536,5472
1024,17747,369536,120160,6656
1024,17942,373728,117120,6080
1024,18137,376224,119584,9984
1024,18332,375008,120160,5504
1024,18527,382560,119264,6560
1024,18722,384512,121056,6336
1024,18917,390304,121472,6112
1024,19112,393920,125376,5728
1024,19307,394688,120736,7903
1024,19502,401440,124384,6976
1024,19697,403680,129439,6976
1024,19892,404224,130688,6336
1024,20087,407456,127552,6624
1024,20282,412256,129247,11584
1024,20477,416000,130528,6400
1024,20672,423424,132576,5536
1024,20867,427616,131648,5920
1024,21062,427776,135616,6432
1024,21257,433120,136416,6560
1024,21452,438112,135520,5408
1024,21647,443040,136192,6240
1024,21842,446208,139488,6752
1024,22037,448160,137056,6176
1024,22232,451616,138688,6880
1024,22427,452800,140928,6176
1024,22622,458560,142144,6848
1024,22817,464000,143104,6336
1024,23012,474304,146784,7488
1024,23207,468096,143296,10816
1024,23402,474656,144416,7232
1024,23597,476320,145568,6048
1024,23792,484352,149952,6880
1024,23987,484800,149024,6720
1024,24182,487744,150048,6432
1024,24377,492480,151328,6496
1024,24572,496896,150912,6240
1024,24767,503552,152640,6112
1024,24962,502784,156160,6080
1024,25157,507360,159136,6272
1024,25352,508768,161248,10176
1024,25547,513248,163136,6624
1024,25742,519584,159936,5664
1024,25937,521472,160288,7008
1024,26132,526240,161056,6432
1024,26327,529536,162400,7712
1024,26522,532736,163680,6240
1024,26717,536320,164832,6112
1024,26912,542976,164960,7008
1024,27107,549632,169632,9184
1024,27302,546720,172160,5760
1024,27497,552576,168064,7872
1024,27692,556512,171040,6496
1024,27887,558624,169632,6624
1024,28082,564832,173216,6208
1024,28277,566368,171008,6240
1024,28472,577024,173568,7072
1024,28667,577472,172640,6272
1024,28862,578528,177696,5312
1024,29057,584480,178400,5984
1024,29252,585760,179840,6368
1024,29447,589056,175104,6112
1024,29642,592928,180672,5280
1024,29837,597952,181056,6400
1024,30032,601984,181280,6272
1024,30227,606144,184256,6528
1024,30422,608512,184448,6336
1024,30617,611616,185024,6240
1024,30812,626112,186368,6688
1024,31007,621184,186944,6112
1024,31202,622592,188992,6496
1024,31397,630560,187840,6272
1024,31592,632544,191616,6144
1024,31787,637376,191840,6816
1024,31982,639456,192256,7008
1024,32177,640064,192768,6304
1024,32372,646336,196192,14688
1024,32567,649600,195776,6208
1024,32762,655936,197728,5728
1024,32957,658912,195840,6272
1024,33152,664256,204640,6272
1024,33347,666080,203904,5952
1024,33542,668448,203328,6400
1024,33737,670944,202080,7104
1024,33932,682976,207104,6176
1024,34127,680704,205792,6336
1024,34322,682720,206848,6240
1024,34517,685280,205152,12960
1024,34712,692480,206688,5824
1024,34907,691136,208448,5632
1024,35102,699072,210528,6496
1024,35297,700352,211264,6304
1024,35492,706336,213920,6080
1024,35687,711360,209696,5440
1024,35882,713216,213760,6208
1024,36077,714752,220800,6208
1024,36272,719744,219008,6144
1024,36467,722144,217376,6560
1024,36662,727552,218176,6208
1024,36857,733888,219488,5984
1024,37052,738336,220416,10112
1024,37247,739744,221504,6240
1024,37442,742176,221120,6944
1024,37637,743104,223648,7680
1024,37832,760800,226240,5824
1024,38027,756000,226240,6624
1024,38222,758784,228288,6272
1024,38417,762784,227680,6144
1024,38612,765760,231680,6464
1024,38807,771136,230976,5760
1024,39002,769376,230848,5888
1024,39197,778336,233696,5760
1024,39392,783744,233088,5888
1024,39587,781952,234272,5984
1024,39782,786048,234272,5760
1024,39977,792416,241536,6432
1024,40172,795520,237600,6944
1024,40367,801216,236800,5568
1024,40562,803168,239808,5216
1024,40757,808128,240544,6048
1024,40952,810016,244544,6656
1024,41147,813824,242336,6464
1024,41342,818080,245312,5312
1024,41537,822464,243328,5920
1024,41732,827296,244992,6400
1024,41927,827552,245312,5056
1024,42122,832224,247648,5600
1024,42317,835712,248960,5888
1024,42512,841344,252864,6048
1024,42707,848832,250048,7360
1024,42902,847200,252543,6496
1024,43097,852672,253600,6528
1024,43292,854688,257696,6624
1024,43487,862400,255680,6304
1024,43682,860992,257568,6592
1024,43877,865632,259680,5984
1024,44072,867680,261408,5920
1024,44267,874880,259328,6080
1024,44462,883200,259648,6144
1024,44657,880576,263680,5632
1024,44852,884128,261024,5888
1024,45047,888064,266112,6912
1024,45242,891136,264736,5856
1024,45437,896736,273536,5856
1024,45632,900160,267264,6080
1024,45827,903328,275936,5792
1024,46022,907904,269472,6176
1024,46217,910976,272736,6016
1024,46412,918304,271328,6112
1024,46607,919200,274720,6176
1024,46802,921728,273600,5984
1024,46997,926304,276992,5760
1024,47192,930688,276000,6272
1024,47387,937504,276768,5792
1024,47582,936672,275008,6240
1024,47777,944224,278656,6016
1024,47972,943552,279392,5696
1024,48167,950240,280608,6176
1024,48362,952032,284544,10464
1024,48557,955360,280672,5888
1024,48752,961792,282624,9056
1024,48947,966272,283424,6752
1024,49142,967360,288288,5632
1024,49337,970592,289152,6112
1024,49532,974976,288032,5952
1024,49727,981216,289120,7136
1024,49922,988672,292896,5888
1024,50117,987264,290336,5856
1024,50312,988768,291360,6400
1024,50507,992768,293024,6304
1024,50702,1042336,294592,6016
1024,50897,1002432,295232,5920
1024,51092,1003904,296384,5664
1024,51287,1008352,303616,5760
1024,51482,1010944,298624,6368
1024,51677,1015200,302176,5472
1024,51872,1020224,300096,5376
1024,52067,1024288,302144,5696
1024,52262,1024928,305152,4864
1024,52457,1033056,304480,5760
1024,52652,1032864,305280,5088
1024,52847,1033728,308544,5440
1024,53042,1043808,306848,6592
1024,53237,1046240,305664,5920
1024,53432,1056800,308672,5760
1024,53627,1053472,315040,6144
1024,53822,1055840,308416,5952
1024,54017,1062016,315328,6240
1024,54212,1066112,311328,6208
1024,54407,1067072,312992,5632
1024,54602,1073312,313024,5824
1024,54797,1076128,317824,6592
1024,54992,1081632,316704,5440
1024,55187,1084320,320896,6112
1024,55382,1086624,320768,5568
1024,55577,1090880,320928,5984
1024,55772,1102464,318816,6400
1024,55967,1097792,320032,6560
1024,56162,1103104,320736,6304
1024,56357,1104320,321632,6304
1024,56552,1110272,322080,5952
1024,56747,1112480,324032,6176
1024,56942,1117376,325856,6432
1024,57137,1120672,327264,6240
1024,57332,1124160,327328,5408
1024,57527,1129056,328544,6272
1024,57722,1131040,329696,6720
1024,57917,1134496,331456,6368
1024,58112,1140928,331616,5152
1024,58307,1142464,332672,5536
1024,58502,1147168,333600,16128
1024,58697,1150144,335584,7104
1024,58892,1151904,337088,6400
1024,59087,1168160,338176,5088
1024,59282,1161440,338080,6624
1024,59477,1162976,337952,6624
1024,59672,1168704,339904,6400
1024,59867,1174656,340032,6560
1024,60062,1177024,341760,10880
1024,60257,1183616,347776,6464
1024,60452,1186592,343616,5792
1024,60647,1185632,346080,6560
1024,60842,1196320,345984,6464
1024,61037,1195712,347552,7200
1024,61232,1202240,347648,7903
1024,61427,1204608,349696,6560
1024,61622,1207264,356768,5952
1024,61817,1209408,351360,6144
1024,62012,1214592,358848,7168
1024,62207,1215456,354240,6848
1024,62402,1221568,354624,6176
1024,62597,1223808,357184,6272
1024,62792,1228736,356800,6656
1024,62987,1231904,361152,6208
1024,63182,1238752,360352,7584
1024,63377,1237984,364544,5472
1024,63572,1246496,362400,7200
1024,63767,1245728,360416,5920
1024,63962,1249664,366816,5376
1024,64157,1253568,366720,5920
1024,64352,1259744,365536,7296
1024,64547,1265056,365600,7104
1024,64742,1266944,367104,6656
1024,64937,1277056,369536,6816
1024,65132,1274400,369056,7008
1024,65327,1278176,369824,6336
1024,65522,1285088,370816,6848
1024,65717,1282560,373696,6336
1024,65912,1287808,404832,5984
1024,66107,1289696,377408,6752
1024,66302,1297440,376064,5760
1024,66497,1298016,378112,6112
1024,66692,1308608,377216,6880
1024,66887,1315968,378880,7808
1024,67082,1308032,382016,6336
1024,67277,1316160,379296,5472
1024,67472,1316928,383488,5632
1024,67667,1330496,388608,6144
1024,67862,1333248,387008,5728
1024,68057,1327840,385248,7008
1024,68252,1331872,401344,7328
1024,68447,1339872,386176,6304
1024,68642,1338496,391136,7520
1024,68837,1346080,395040,10848
1024,69032,1356416,392224,6112
1024,69227,1352672,392640,5888
1024,69422,1356896,391776,6592
1024,69617,1359936,393376,6912
1024,69812,1365024,394944,6240
1024,70007,1366432,396768,6400
1024,70202,1371648,396256,8832
1024,70397,1374592,398272,6144
1024,70592,1380672,399648,6816
1024,70787,1380352,402240,6208
1024,70982,1384544,401952,5696
1024,71177,1395872,403040,5760
1024,71372,1393728,405664,6208
1024,71567,1400160,404928,5856
1024,71762,1401152,407136,6144
1024,71957,1403584,407776,6368
1024,72152,1415552,408032,6336
1024,72347,1414176,408768,7232
1024,72542,1419360,412160,5376
1024,72737,1418016,410528,6080
1024,72932,1420800,414208,6304
1024,73127,1427648,414688,6336
1024,73322,1430624,413504,5856
1024,73517,1436192,414688,6944
1024,73712,1435584,416608,6080
1024,73907,1447264,416352,13888
1024,74102,1446144,418112,5536
1024,74297,1448320,424192,6080
1024,74492,1456384,419776,5728
1024,74687,1453728,424000,6048
1024,74882,1469152,421664,5440
1024,75077,1463648,424256,6336
1024,75272,1464224,423584,5536
1024,75467,1472736,432576,6176
1024,75662,1477248,424640,5920
1024,75857,1480992,427104,6688
1024,76052,1490688,427584,6400
1024,76247,1488544,431424,6656
1024,76442,1492544,431520,6496
1024,76637,1496160,430816,6176
1024,76832,1505824,433408,9920
1024,77027,1502112,434176,6016
1024,77222,1506656,433952,5952
1024,77417,1507680,434848,5696
1024,77612,1513632,437888,6528
1024,77807,1520000,435520,6240
1024,78002,1520960,440480,6144
1024,78197,1524256,439456,6624
1024,78392,1535264,443232,5984
1024,78587,1533792,450880,6688
1024,78782,1535968,444640,5120
1024,78977,1538816,444224,6592
1024,79172,1548256,444224,6304
1024,79367,1545216,446080,5920
1024,79562,1547744,446624,5984
1024,79757,1563904,452064,6208
1024,79952,1559456,449120,5472
1024,80147,1563104,451424,6080
1024,80342,1565920,450592,6816
1024,80537,1569376,458016,5888
1024,80732,1581312,452864,6464
1024,80927,1577120,454752,5952
1024,81122,1580544,456896,6272
1024,81317,1583168,455136,5792
1024,81512,1588192,459328,6208
1024,81707,1590592,462848,6784
1024,81902,1593664,456864,6464
1024,82097,1600672,459904,5888
1024,82292,1603264,461056,6112
1024,82487,1607936,463008,9728
1024,82682,1608128,463360,6208
1024,82877,1617184,465152,6464
1024,83072,1616992,465536,5920
1024,83267,1621664,466432,6432
1024,83462,1624032,467776,5696
1024,83657,1628768,469888,6208
1024,83852,1630112,469056,7168
1024,84047,1645152,472256,8960
1024,84242,1638880,473440,5824
1024,84437,1642528,474240,17632
1024,84632,1646880,474912,5696
1024,84827,1651712,473504,7392
1024,85022,1664768,475776,5408
1024,85217,1660320,481024,6080
1024,85412,1661888,478944,6080
1024,85607,1666560,478400,5280
1024,85802,1668096,479232,6560
1024,85997,1678656,479968,6368
1024,86192,1675648,483104,6016
1024,86387,1680096,486176,5824
1024,86582,1687904,484160,6688
1024,86777,1684640,485120,6240
1024,86972,1697568,486976,6304
1024,87167,1695264,490208,7296
1024,87362,1697824,489280,16544
1024,87557,1697888,490304,6336
1024,87752,1708448,490592,6304
1024,87947,1713600,492192,5472
1024,88142,1716704,495392,6688
1024,88337,1715776,493280,6400
1024,88532,1720928,495904,8896
1024,88727,1728896,499488,5792
1024,88922,1730720,497984,5824
1024,89117,1733184,498240,5536
1024,89312,1743744,499136,11328
1024,89507,1739712,500415,6432
1024,89702,1741696,506976,6048
1024,89897,1749056,502720,6016
1024,90092,1758560,503391,6880
1024,90287,1755936,505152,6528
1024,90482,1761248,511680,5184
1024,90677,1764672,505952,6336
1024,90872,1766560,508607,5952
1024,91067,1770432,511680,6048
1024,91262,1775552,508736,7136
1024,91457,1779712,510912,10944
1024,91652,1780960,511936,5984
1024,91847,1786688,518495,6016
1024,92042,1796832,514432,6880
1024,92237,1791072,516287,6496
1024,92432,1796320,515712,7264
1024,92627,1810848,517568,6048
1024,92822,1811328,522560,6016
1024,93017,1805408,519520,6528
1024,93212,1810496,522463,5568
1024,93407,1814880,519872,5568
1024,93602,1820608,522943,9824
1024,93797,1824544,523520,5760
1024,93992,1825024,524640,5632
1024,94187,1828800,525152,6272
1024,94382,1833856,526720,6528
1024,94577,1840128,533120,5984
1024,94772,1846304,530752,5856
1024,94967,1842272,528288,6944
1024,95162,1848096,530624,6272
1024,95357,1853280,533472,5888
1024,95552,1863776,534112,6080
1024,95747,1858784,534848,10784
1024,95942,1867040,534688,5600
1024,96137,1865792,535456,6784
1024,96332,1873856,535488,6464
1024,96527,1877536,538144,6272
1024,96722,1879296,540032,6080
1024,96917,1886528,541792,5536
1024,97112,1885504,541056,5760
1024,97307,1892640,546112,7136
1024,97502,1897184,545184,5664
1024,97697,1899008,544352,6880
1024,97892,1899712,544512,6880
1024,98087,1914784,545984,5216
1024,98282,1910784,546496,6144
1024,98477,1913120,548704,6368
1024,98672,1919296,554688,14464
1024,98867,1930592,555360,6016
1024,99062,1924480,552224,6272
1024,99257,1931072,553088,7008
1024,99452,1934080,553632,5760
1024,99647,1936960,553824,6176
1024,99842,1937312,557248,6560
1024,100037,1944896,556096,5792
1024,100232,1948192,557760,5920
1024,100427,1946784,559968,7808
1024,100622,1954720,564320,6912
1024,100817,1960288,562624,14816
1024,101012,1971424,566016,5760
1024,101207,1964544,564832,6624
1024,101402,1968192,565216,6080
1024,101597,1973888,565728,5888
1024,101792,1974880,565728,5056
1024,101987,1979456,572576,5824
1024,102182,1985440,572128,4512
1024,102377,1988768,572192,10176
1024,102572,1989536,571488,5536
1024,102767,1998368,571584,5568
1024,102962,2000672,573440,5440
1024,103157,2010080,574208,6368
1024,103352,2010592,576128,5664
1024,103547,2010176,576384,6592
1024,103742,2024160,579296,6432
1024,103937,2017472,578624,5344
1024,104132,2020544,579936,7584
1024,104327,2024992,582528,5280
1024,104522,2025984,584064,6112
1024,104717,2030720,582848,10080
1024,104912,2034880,584320,5536
1024,105107,2042208,583552,7136
1024,105302,2042272,588000,6688
1024,105497,2046720,587360,5696
1024,105692,2050848,589600,6048
1024,105887,2056000,587584,6560
1024,106082,2060160,589472,6208
1024,106277,2068064,593632,6144
1024,106472,2068832,591200,6560
1024,106667,2072320,597472,7360
1024,106862,2070784,597568,6240
1024,107057,2086304,594976,5920
1024,107252,2083264,596576,7008
1024,107447,2085760,596896,6176
1024,107642,2090528,598496,6528
1024,107837,2093440,601120,6368
1024,108032,2096288,599840,6400
1024,108227,2101760,601984,6720
1024,108422,2114272,604416,5728
1024,108617,2107232,603584,6048
1024,108812,2113152,605408,9984
1024,109007,2117856,606496,9120
1024,109202,2118848,607616,6816
1024,109397,2129312,608448,6112
1024,109592,2126432,609184,5760
1024,109787,2130784,608928,6528
1024,109982,2132608,614976,5792
1024,110177,2135648,612224,7072
1024,110372,2146080,615040,7296
1024,110567,2143200,614816,6816
1024,110762,2157152,623040,6336
1024,110957,2156992,616192,6336
1024,111152,2154816,620768,6880
1024,111347,2158592,620704,6880
1024,111542,2162304,622656,6464
1024,111737,2171168,619936,7232
1024,111932,2171264,624608,6016
1024,112127,2171520,624064,5568
1024,112322,2185120,625344,5856
1024,112517,2182816,626624,6016
1024,112712,2182784,624640,9728
1024,112907,2196736,627904,5856
1024,113102,2194208,626656,6624
1024,113297,2198560,629792,5696
1024,113492,2202624,633088,5792
1024,113687,2213856,630240,5568
1024,113882,2208832,642720,5952
1024,114077,2212064,632608,5664
1024,114272,2216704,634656,5952
1024,114467,2222624,634720,5824
1024,114662,2221504,635104,7776
1024,114857,2228544,637312,5920
1024,115052,2234464,639008,5696
1024,115247,2232384,640352,6240
1024,115442,2237280,643360,14944
1024,115637,2236608,639424,6240
1024,115832,2244896,645056,5888
1024,116027,2249088,650048,10080
1024,116222,2254368,645728,6016
1024,116417,2262240,646144,6592
1024,116612,2262208,644768,5792
1024,116807,2268000,648192,5216
1024,117002,2275808,649728,6976
1024,117197,2272864,654400,6496
1024,117392,2273600,653696,6592
1024,117587,2284736,651520,5248
1024,117782,2280192,655872,6752
1024,117977,2288512,654688,6400
1024,118172,2297888,655648,6048
1024,118367,2291488,655168,6048
1024,118562,2297760,657536,8288
1024,118757,2311840,658208,6336
1024,118952,2303776,661280,5568
1024,119147,2309632,659968,5600
1024,119342,2310240,661664,6016
1024,119537,2314976,663040,6528
1024,119732,2317408,662752,6112
1024,119927,2325312,663584,5728
1024,120122,2326432,664768,11136
1024,120317,2328928,665440,5664
1024,120512,2342144,669600,5184
1024,120707,2339360,669536,6368
